request_key,custom_id,role,study_id,profile_id,condition_id,outcome_id,replicate_id,requested_model,prompt_hash,schema_version,prompt_protocol_id,prompt_compiler_version,seed,status,required_fields,response_key_map,request_stage,consensus_interaction_protocol_id,consensus_stage_a_request_key,consensus_stage_a_prompt_hash,consensus_stage_a_schema_hash,consensus_feedback_hash
G|LP0011|Consensus|stage_a|replicate_1,G-a3ffa1cd49defeffc12f3ffd6b7a86a76c738f42,G,target,LP0011,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,cedf5ffc34e1a742b6493b79b8f46758e9b1aab9349a42368e9993ba23262167,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,299778716,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0011|Consensus|stage_a|replicate_1,cedf5ffc34e1a742b6493b79b8f46758e9b1aab9349a42368e9993ba23262167,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0012|Consensus|stage_a|replicate_1,G-1244b1944b54ddf573d0fa9b5953c818812867f4,G,target,LP0012,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,97f93b645b7fb9ffc25b5a388dd8dd65e0662e286e190464d6625377f6ade52c,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1876836637,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0012|Consensus|stage_a|replicate_1,97f93b645b7fb9ffc25b5a388dd8dd65e0662e286e190464d6625377f6ade52c,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0013|Consensus|stage_a|replicate_1,G-9e4460776a398bb8122360ff63ea84cf0b4e1809,G,target,LP0013,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,c5b49ac413f8ff53e4b9ece395d4c816f27aab4c0b1c22088c288c0e001df309,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,650267817,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0013|Consensus|stage_a|replicate_1,c5b49ac413f8ff53e4b9ece395d4c816f27aab4c0b1c22088c288c0e001df309,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0014|Consensus|stage_a|replicate_1,G-a1239134f7284e7beb91444f97690a7a19e7990d,G,target,LP0014,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,22b27a3b4358aa0b6493a0f7385d55e099dc0c2491a8596415764a5b15236794,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,963604711,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0014|Consensus|stage_a|replicate_1,22b27a3b4358aa0b6493a0f7385d55e099dc0c2491a8596415764a5b15236794,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0015|Consensus|stage_a|replicate_1,G-2e7a47ddcbfbc8c982e16f9943ee77413a12c76f,G,target,LP0015,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,d53120d4c23d502920afcfe5b0e700820cbe017d5c7de80edfffc03b8fde5fda,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,686839941,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0015|Consensus|stage_a|replicate_1,d53120d4c23d502920afcfe5b0e700820cbe017d5c7de80edfffc03b8fde5fda,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0016|Consensus|stage_a|replicate_1,G-11e0b6e785b802a219f5d1767348f894ea0e0f52,G,target,LP0016,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,ac99f28ef50b97d351ddc275b49166883717bfd1d17bd047c23d930d97d2d76d,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,695824497,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0016|Consensus|stage_a|replicate_1,ac99f28ef50b97d351ddc275b49166883717bfd1d17bd047c23d930d97d2d76d,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0017|Consensus|stage_a|replicate_1,G-e9cbe3cd8cf2d512bd59b89df114ef11404954dc,G,target,LP0017,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,054ba7cb8a1ab9aab16c147c07fa4367fe5945236939e197f1f6d15e71d73e15,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1619696816,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0017|Consensus|stage_a|replicate_1,054ba7cb8a1ab9aab16c147c07fa4367fe5945236939e197f1f6d15e71d73e15,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0018|Consensus|stage_a|replicate_1,G-e77ec7e1925497cbd9016dac8888d8896d592bad,G,target,LP0018,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,784f2b075b641519eb41f0b97f2787d0d6946e555f9ba7051e2c4c7c1512ebe5,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1632774033,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0018|Consensus|stage_a|replicate_1,784f2b075b641519eb41f0b97f2787d0d6946e555f9ba7051e2c4c7c1512ebe5,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0019|Consensus|stage_a|replicate_1,G-50952b4e7d84901fbbc19da76a5e4d13d482bb9b,G,target,LP0019,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,4eed2deaa0e90e0ff1c5d409a608cd33de3e871502109bd6f84b3a1347de7d66,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,514778813,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0019|Consensus|stage_a|replicate_1,4eed2deaa0e90e0ff1c5d409a608cd33de3e871502109bd6f84b3a1347de7d66,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0020|Consensus|stage_a|replicate_1,G-651b8dcb6081cd8ec74fafbe99045eee9213eabd,G,target,LP0020,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,ed264936d938709de91d1dda2fcca077853df740d686d38f39be5aba508701e7,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,716761382,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0020|Consensus|stage_a|replicate_1,ed264936d938709de91d1dda2fcca077853df740d686d38f39be5aba508701e7,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0021|Consensus|stage_a|replicate_1,G-8f4d56321b16150311c2ac14a37658f6c91756f6,G,target,LP0021,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,e1a277a44b3e896d2f5488c90cd699fc0b5863a826ea907572fae28e1d622fcb,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,967885161,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0021|Consensus|stage_a|replicate_1,e1a277a44b3e896d2f5488c90cd699fc0b5863a826ea907572fae28e1d622fcb,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0022|Consensus|stage_a|replicate_1,G-0a6aac88cd66bede30a9b3f2e30d146d7b712c95,G,target,LP0022,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,b8f75482091c7d5096c9d9621c9b491c6fcb5270f43b1b8cfad3a0b3d9a1b95f,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1648105455,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0022|Consensus|stage_a|replicate_1,b8f75482091c7d5096c9d9621c9b491c6fcb5270f43b1b8cfad3a0b3d9a1b95f,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0023|Consensus|stage_a|replicate_1,G-1d5fb46be6fe121c5d85e1bf0d06b63da1d33825,G,target,LP0023,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,f7078ac5766ab285a8f7e44adb822eb1e29669df42198dc194b90b21e50184f3,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,566065908,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0023|Consensus|stage_a|replicate_1,f7078ac5766ab285a8f7e44adb822eb1e29669df42198dc194b90b21e50184f3,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0024|Consensus|stage_a|replicate_1,G-c4c005d64db612d3a1de2c77e5c03ecd5830682e,G,target,LP0024,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,15f1e27db1ccbdb751c576d0be0fed048b509b4f135ea374e8d015119a72219f,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1463164546,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0024|Consensus|stage_a|replicate_1,15f1e27db1ccbdb751c576d0be0fed048b509b4f135ea374e8d015119a72219f,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0025|Consensus|stage_a|replicate_1,G-cf34b29d0c5d17fdd64f355155ceca00fe88a522,G,target,LP0025,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,47ee613d38d15f08095f84075c4d9c0496d95ccc680cb82957806114fc363cfc,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,717651258,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_human_primary_cause"", ""Q003"": ""consensus_estimate_net_zero_before_2085""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0025|Consensus|stage_a|replicate_1,47ee613d38d15f08095f84075c4d9c0496d95ccc680cb82957806114fc363cfc,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0026|Consensus|stage_a|replicate_1,G-a54c1c272c6c10e90c23164618bce6cde1d2a9d8,G,target,LP0026,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,f91e62f31e934f1d5900ca2385e5d1f3c3f68b2101153d38f919a9ce230bf94d,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1996769593,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0026|Consensus|stage_a|replicate_1,f91e62f31e934f1d5900ca2385e5d1f3c3f68b2101153d38f919a9ce230bf94d,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0027|Consensus|stage_a|replicate_1,G-acf6c8acf43a13ea71adad517d3dd22de300b89f,G,target,LP0027,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,f9a0e8fd439cc4766e99921a8e23276a5a9e7479e395665f67cad68e21973acb,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1311221062,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_net_zero_before_2085"", ""Q002"": ""consensus_estimate_co2_warms_planet"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0027|Consensus|stage_a|replicate_1,f9a0e8fd439cc4766e99921a8e23276a5a9e7479e395665f67cad68e21973acb,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0028|Consensus|stage_a|replicate_1,G-3f5534fac0e049a9787c0d853847c2867777ed85,G,target,LP0028,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,6f8f088c8b91dc2f4e80f5fb5545853267e8fd36076ea8eb1feb957acbaca868,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,1066054559,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_human_primary_cause"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_co2_warms_planet""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0028|Consensus|stage_a|replicate_1,6f8f088c8b91dc2f4e80f5fb5545853267e8fd36076ea8eb1feb957acbaca868,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
G|LP0029|Consensus|stage_a|replicate_1,G-0722ec98200c643398282601bd630cd1d13b73c0,G,target,LP0029,Consensus,consensus_stage_a_estimates,1,google/gemma-4-31B-it,f1e184ba15dbf16af63d2559068ea5f31bca2e910244397a44b6f50f6c00a324,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,consensus_two_stage_interactive_adaptation_v1,prompt_compiler_v2_split_g_f,777141603,pending,Q001|Q002|Q003,"{""Q001"": ""consensus_estimate_co2_warms_planet"", ""Q002"": ""consensus_estimate_net_zero_before_2085"", ""Q003"": ""consensus_estimate_human_primary_cause""}",consensus_stage_a,consensus_two_stage_interactive_adaptation_v1,G|LP0029|Consensus|stage_a|replicate_1,f1e184ba15dbf16af63d2559068ea5f31bca2e910244397a44b6f50f6c00a324,675efa1486e53a4914248132dda701b834c9e26599d8c4c4d7b41db57bfcf2b0,
